npi,enumeration_type,practice_name,phone,fax,address_line_1,address_line_2,city,state,zip_code,country,primary_taxonomy,taxonomy_code,all_taxonomies,enumeration_date,last_updated,status,authorized_official_name,authorized_official_title,estimated_physician_count,physician_names_sample
1396880027,NPI-2,MEDCENTER ONE INC,701-323-6140,701-323-5709,225 N 7TH ST,,BISMARCK,ND,585014417,United States,Urology,208800000X,"Internal Medicine, Rheumatology; Internal Medicine, Sports Medicine; Orthopaedic Surgery; Otolaryngology; Urology",2007-02-20,2025-09-11,A,LEIGH ANN THOMPSON,DIRECTOR OF CLINIC FINANCE,13,"LAURA BRUSE, MD; LAURA BRUSE, MD; WILLIAM CANHAM, MD; MATTHEW CARPENTER, M.D.; IAN FYFE, MD; CORIDON HUEZ, M.D.; KURT ICENOGLE, M.D.; ANTHONY KASCH, M.D.; DAVID O'REGAN, MD; IAN FYFE, MD"
1871667378,NPI-2,"MERCY MEDICAL CENTER, DBA MERCY HEALTH PARTNERS SPECIALTY GROUP",701-774-7470,701-774-7479,1301 15TH AVE W,,WILLISTON,ND,588013821,United States,Orthopaedic Surgery,207X00000X,Orthopaedic Surgery; Surgery; Orthopaedic Surgery,2006-11-17,2008-02-12,A,KERRY MONSON,VP Finance and CFO,0,
1558375162,NPI-2,ORTHOPAEDIC ASSOCIATES OF FARGO,701-237-9712,701-237-0922,2301 25TH ST S,,FARGO,ND,581036104,United States,Orthopaedic Surgery,207X00000X,Orthopaedic Surgery,2006-07-28,2009-10-21,A,TIMOTHY HAUGEN,CPA/CEO,8,"R ASKEW, MD; DAVID BAILEY, MD; JAMES JOHNSON, MD; J DONALD OPGRANDE, MD; BRIAN SAUER, M.D.; JEFFREY STAVENGER, MD; MICHAEL WHITE, MD; DAVID WIEST, MD"
1285943746,NPI-2,ORTHOPEDIC AND SPORT MEDICINE SPECIALISTS OF FARGO LTD,701-478-0307,,2829 UNIVERSITY DR S,SUITE 2,FARGO,ND,581036050,United States,Orthopaedic Surgery,207X00000X,"Orthopaedic Surgery, Sports Medicine; Orthopaedic Surgery",2010-10-01,2011-07-12,A,PHILIP JOHNSON,OWNER,2,"PHILIP JOHNSON, MD; GARY MATTHYS, MD"
1639459936,NPI-2,SANFORD CLINIC NORTH,701-237-9712,,2301 25TH ST S,SUITE A,FARGO,ND,581036104,United States,Orthopaedic Surgery,207X00000X,"Orthopaedic Surgery, Sports Medicine; Orthopaedic Surgery",2011-08-18,2023-11-27,A,MARTHA LECLERC,VP,8,"R ASKEW, MD; DAVID BAILEY, MD; JAMES JOHNSON, MD; J DONALD OPGRANDE, MD; BRIAN SAUER, M.D.; JEFFREY STAVENGER, MD; MICHAEL WHITE, MD; DAVID WIEST, MD"
1942238951,NPI-2,SANFORD CLINIC NORTH,701-234-8800,,2400 32ND AVE S,,FARGO,ND,581035800,United States,Internal Medicine,207R00000X,"Optometrist, Corneal and Contact Management; Family Medicine; Obstetrics & Gynecology; Ophthalmology; Orthopaedic Surgery; Physical Medicine & Rehabilitation; Plastic Surgery; Internal Medicine",2006-06-29,2023-11-27,A,MARTHA LECLERC,VP,1,"THOMAS NAGLE, MD"
1154601482,NPI-2,SANFORD MEDICAL CENTER FARGO,701-237-9712,,2301 25TH ST S,SUITE A,FARGO,ND,581036104,United States,Orthopaedic Surgery,207X00000X,"Orthopaedic Surgery, Sports Medicine; Orthopaedic Surgery",2011-08-18,2023-11-27,A,MARTHA LECLERC,Vice President,8,"R ASKEW, MD; DAVID BAILEY, MD; JAMES JOHNSON, MD; J DONALD OPGRANDE, MD; BRIAN SAUER, M.D.; JEFFREY STAVENGER, MD; MICHAEL WHITE, MD; DAVID WIEST, MD"
1881974186,NPI-2,SANFORD MEDICAL CENTER FARGO,701-234-8800,,2400 32ND AVE S,,FARGO,ND,581035800,United States,Internal Medicine,207R00000X,Family Medicine; Orthopaedic Surgery; Plastic Surgery; Internal Medicine,2011-08-18,2011-08-18,A,MARTHA LECLERC,Vice President,1,"THOMAS NAGLE, MD"
1225058217,NPI-2,ST JOSEPHS HOSPITAL AND HEALTH CENTER,701-483-2973,701-483-2983,109 7TH ST W,,DICKINSON,ND,586013949,United States,Orthopaedic Surgery,207X00000X,Orthopaedic Surgery,2006-07-20,2007-11-29,A,APRIL BISHOP,Interim CEO,0,
1033180153,NPI-2,VALLEY BONE AND JOINT CLINIC PC,701-746-7521,701-795-2553,3035 DEMERS AVE,,GRAND FORKS,ND,582014018,United States,Orthopaedic Surgery,207X00000X,Physical Medicine & Rehabilitation; Orthopaedic Surgery,2006-01-27,2020-02-11,A,LORAE BENSON,mgr,8,"YASHRAJ CHAUHAN; ROBERT CLAYBURGH, MD; HEATH GOULD, MD; DARIN LEETUN, MD; DAVID SCHALL, MD; JOFFREY THOMPSON, MD; YASHRAJ CHAUHAN; DAVID SCHALL, MD"
1619161981,NPI-2,ADENA HEALTH SYSTEM,740-779-4598,740-779-4599,4437 STATE ROUTE 159,SUITE G15,CHILLICOTHE,OH,456017065,United States,Orthopaedic Surgery,207X00000X,Orthopaedic Surgery,2007-08-30,2014-06-03,A,ROBERT ROSENBERGER,CFO,0,
1235468083,NPI-2,ADENA MEDICAL GROUP LLC,740-779-7500,740-779-4257,272 HOSPITAL RD,,CHILLICOTHE,OH,456019031,United States,Family Medicine,207Q00000X,"Internal Medicine, Interventional Cardiology; Obstetrics & Gynecology, Obstetrics; Orthopaedic Surgery; Pediatrics; Preventive Medicine, Occupational Medicine; Psychiatry & Neurology, Psychiatry; Internal Medicine; Dermatology; Anesthesiology; Hospitalist; Surgery; Urology; Thoracic Surgery (Cardiothoracic Vascular Surgery); Family Medicine",2009-12-08,2020-11-19,A,JEFFREY GRAHAM,CEO,0,
1538879069,NPI-2,ADVANTAGE ORTHOPEDICS INC,614-526-2153,614-526-2151,6670 PERIMETER DR STE 140,,DUBLIN,OH,430168057,United States,Orthopaedic Surgery,207X00000X,"Orthopaedic Surgery, Adult Reconstructive Orthopaedic Surgery; Clinic/Center, Magnetic Resonance Imaging (MRI); Durable Medical Equipment & Medical Supplies; Orthopaedic Surgery, Sports Medicine; Orthopaedic Surgery, Orthopaedic Trauma; Orthopaedic Surgery",2022-11-23,2025-06-13,A,THOMAS KOVACK,President/CEO/ Physician,0,
1750699724,NPI-2,AKRON GENERAL ORTHOPAEDIC CLINIC,330-344-6055,330-996-2973,224 W EXCHANGE ST,,AKRON,OH,443021704,United States,Orthopaedic Surgery,207X00000X,Orthopaedic Surgery,2010-09-23,2010-09-23,A,GREGORY VRABEC,"Director, Orthopaedic Clinic",0,
1710020821,NPI-2,"ALBERT E. BECKER, M.D. INC",937-399-2142,937-399-1945,30 W MCCREIGHT AVE,SUITE 110,SPRINGFIELD,OH,455041842,United States,Orthopaedic Surgery,207X00000X,Orthopaedic Surgery,2007-02-15,2010-03-19,A,ALBERT BECKER,owner,0,
1083149405,NPI-2,ALECTO HEALTHCARE SERVICES WHEELING LLC,740-633-1100,,90 N 4TH ST,,MARTINS FERRY,OH,439351648,United States,Internal Medicine,207R00000X,"Obstetrics & Gynecology; Orthopaedic Surgery; Psychiatry & Neurology, Psychiatry; Family Medicine; Internal Medicine, Endocrinology, Diabetes & Metabolism; Internal Medicine, Gastroenterology; Internal Medicine, Hematology & Oncology; Internal Medicine, Infectious Disease; Internal Medicine",2017-04-23,2017-11-29,A,KIMBERLY WARD,Credentialing Coordinator,0,
1861774176,NPI-2,ALLIANCE PHYSICIAN INC,937-865-9000,937-865-9002,4000 MIAMISBURG CENTERVILLE RD,SUITE 110,MIAMISBURG,OH,453423674,United States,Orthopaedic Surgery,207X00000X,Orthopaedic Surgery,2011-09-13,2011-09-13,A,DANIEL HAIBACH,Director Business Development,1,"GURPAL AHLUWALIA, MD"
1295017507,NPI-2,ALLIANCE PHYSICIAN INC,937-433-2054,937-433-1069,5692 FAR HILLS AVE,SUITE 4,KETTERING,OH,454292202,United States,Orthopaedic Surgery,207X00000X,Orthopaedic Surgery,2011-09-13,2011-09-13,A,DANIEL HAIBACH,Director Business Development,0,
1598047813,NPI-2,ALLIANCE PHYSICIAN INC,937-433-5309,937-424-3650,2350 MIAMI VALLEY DR,SUITE 320,CENTERVILLE,OH,454594000,United States,Orthopaedic Surgery,207X00000X,Orthopaedic Surgery,2011-09-13,2011-09-16,A,DANIEL HAIBACH,Director Business Development,0,
1548621311,NPI-2,"ALLIANCE PHYSICIANS, INC.",513-261-6540,513-261-6549,6645 MORRIS RD,,HAMILTON,OH,450115417,United States,Orthopaedic Surgery,207X00000X,"Orthopaedic Surgery, Sports Medicine; Orthopaedic Surgery",2016-03-08,2016-03-08,A,TIMOTHY KO,CFO,0,
1972963932,NPI-2,"ALLIANCE PHYSICIANS, INC.",513-867-4165,513-867-4168,840 NW WASHINGTON BLVD,SUITE A,HAMILTON,OH,450136384,United States,Orthopaedic Surgery,207X00000X,"Orthopaedic Surgery, Sports Medicine; Orthopaedic Surgery",2016-03-03,2016-03-03,A,TIMOTHY KO,CFO,0,
1144357229,NPI-2,"ARLINGTON ORTHOPAEDIC & FOOT SURGEONS, INC",614-451-3643,614-451-2197,931 CHATHAM LN,,COLUMBUS,OH,432212417,United States,Orthopaedic Surgery,207X00000X,Orthopaedic Surgery,2007-02-27,2020-08-22,A,MARTIN GOTTESMAN,President,0,
1649250572,NPI-2,"ASHTABULA ORTHOPAEDICS, INC.",440-997-6646,440-992-4238,2131 LAKE AVE,SUITE #1,ASHTABULA,OH,440043466,United States,Orthopaedic Surgery,207X00000X,Orthopaedic Surgery,2006-01-18,2008-02-05,A,JEFFREY BRODSKY,Orthopaedic Surgeon,1,"JEFFREY BRODSKY, D.O."
1235175282,NPI-2,"ASSOCIATES IN ORTHOPAEDICS, INC.",216-691-9000,216-691-9207,5 SEVERANCE CIR,SUITE 609,CLEVELAND HEIGHTS,OH,441181566,United States,"Orthopaedic Surgery, Sports Medicine",207XX0005X,"Orthopaedic Surgery; Orthopaedic Surgery, Sports Medicine",2006-06-20,2025-09-11,A,AUDLEY MACKEL,Orthopaedic Surgeon,0,
1265727655,NPI-2,"ASSOCIATION OF SPECIALTY PHYSICIANS, INC.",724-775-4242,724-775-4960,48462 BELL SCHOOL RD,,EAST LIVERPOOL,OH,439209625,United States,Urology,208800000X,Orthopaedic Surgery; Surgery; Urology,2011-06-14,2012-03-06,A,SAMUEL YAKISH,President,0,
1902139256,NPI-2,BARTLEY ORTHOPAEDICS,614-461-6634,614-461-1730,1090 BEECHER CROSSING N,SUITE A,COAHANNA,OH,43230,United States,Orthopaedic Surgery,207X00000X,Orthopaedic Surgery,2009-09-17,2009-09-17,A,ROBERT BARTLEY,President,0,
1881982635,NPI-2,BEACON ORTHOPAEDICS & SPORTS MEDICINE,513-354-3700,513-354-7651,463 OHIO PIKE,SUITE 201,CINCINNATI,OH,452553721,United States,Orthopaedic Surgery,207X00000X,Orthopaedic Surgery,2011-07-14,2011-07-14,A,SANDRA DAVENPORT,Credentialing Specialist,0,
1295432474,NPI-2,BEACON ORTHOPAEDICS & SPORTS MEDICINE LTD,614-895-8747,,120 COLEMANS XING,,MARYSVILLE,OH,430407115,United States,"Orthopaedic Surgery, Foot and Ankle Surgery",207XX0004X,"Orthopaedic Surgery, Foot and Ankle Surgery",2023-02-08,2023-02-08,A,ANDREW BLANKEMEYER,CEO,0,
1629735626,NPI-2,BEACON ORTHOPAEDICS & SPORTS MEDICINE LTD,513-354-3700,,10496 MONTGOMERY RD,,MONTGOMERY,OH,452425223,United States,"Orthopaedic Surgery, Sports Medicine",207XX0005X,"Orthopaedic Surgery, Sports Medicine",2021-11-24,2021-12-14,A,ANDREW BLANKEMEYER,CEO,0,
1952085003,NPI-2,BEACON ORTHOPAEDICS & SPORTS MEDICINE LTD,513-354-3700,,311 S 15TH ST STE 205,,COSHOCTON,OH,438121875,United States,"Orthopaedic Surgery, Sports Medicine",207XX0005X,"Orthopaedic Surgery, Sports Medicine",2023-06-09,2025-07-24,A,TIMOTHY YUCKMAN,CEO,0,
1982361903,NPI-2,BEACON ORTHOPAEDICS & SPORTS MEDICINE LTD,513-354-3700,,7794 5 MILE RD,,CINCINNATI,OH,452302368,United States,"Orthopaedic Surgery, Sports Medicine",207XX0005X,"Orthopaedic Surgery, Sports Medicine",2021-11-24,2025-07-24,A,TIMOTHY YUCKMAN,CEO,0,
1639876725,NPI-2,BEACON ORTHOPAEDICS & SPORTS MEDICINE LTD,937-298-4417,,3205 WOODMAN DR,,DAYTON,OH,454201143,United States,"Orthopaedic Surgery, Sports Medicine",207XX0005X,"Orthopaedic Surgery, Sports Medicine",2023-02-09,2025-07-24,A,TIMOTHY YUCKMAN,CEO,1,"RYAN BAUMAN, M.D."
1336806348,NPI-2,BEACON ORTHOPAEDICS & SPORTS MEDICINE LTD,513-354-3700,,3219 CLIFTON AVE STE 300,,CINCINNATI,OH,452203045,United States,"Orthopaedic Surgery, Sports Medicine",207XX0005X,"Orthopaedic Surgery, Sports Medicine",2021-11-24,2021-11-24,A,ANDREW BLANKEMEYER,CEO,0,
1669100400,NPI-2,BEACON ORTHOPAEDICS & SPORTS MEDICINE LTD,614-890-6555,614-523-7557,1030 REFUGEE RD STE 180,,PICKERINGTON,OH,431479769,United States,"Orthopaedic Surgery, Sports Medicine",207XX0005X,"Orthopaedic Surgery, Sports Medicine",2022-08-10,2025-07-23,A,TIMOTHY YUCKMAN,CEO,0,
1164129250,NPI-2,BEACON ORTHOPAEDICS & SPORTS MEDICINE LTD,937-298-4417,,70 WELLER DR,,TIPP CITY,OH,453713306,United States,"Orthopaedic Surgery, Sports Medicine",207XX0005X,"Orthopaedic Surgery, Sports Medicine",2023-02-09,2025-07-24,A,TIMOTHY YUCKMAN,CEO,0,
1205510724,NPI-2,BEACON ORTHOPAEDICS & SPORTS MEDICINE LTD,740-454-3273,,2854 BELL ST,,ZANESVILLE,OH,437011721,United States,"Orthopaedic Surgery, Sports Medicine",207XX0005X,"Orthopaedic Surgery, Sports Medicine",2023-06-14,2025-07-24,A,TIMOTHY YUCKMAN,CEO,4,"WILLIAM ALLEN, M.D.; JORDAN BONIER, D.O.; BRAD BRAUTIGAN, M.D.; JOSHUA BURKA, DO"
1114655941,NPI-2,BEACON ORTHOPAEDICS & SPORTS MEDICINE LTD,614-890-6555,614-523-7557,1313 OLENTANGY RIVER RD,,COLUMBUS,OH,432123381,United States,"Orthopaedic Surgery, Sports Medicine",207XX0005X,"Orthopaedic Surgery, Sports Medicine",2022-08-10,2022-08-10,A,ANDREW BLANKEMEYER,CEO,0,
1053049221,NPI-2,BEACON ORTHOPAEDICS & SPORTS MEDICINE LTD,614-890-6555,614-523-7557,1240 HILL RD N,,PICKERINGTON,OH,431478984,United States,"Orthopaedic Surgery, Sports Medicine",207XX0005X,"Orthopaedic Surgery, Sports Medicine",2022-08-15,2025-07-23,A,TIMOTHY YUCKMAN,CEO,0,
1194482190,NPI-2,BEACON ORTHOPAEDICS & SPORTS MEDICINE LTD,513-354-3700,,8311 MONTGOMERY RD,,CINCINNATI,OH,452362227,United States,"Orthopaedic Surgery, Sports Medicine",207XX0005X,"Orthopaedic Surgery, Sports Medicine",2021-11-24,2025-07-23,A,TIMOTHY YUCKMAN,CEO,0,
1912635723,NPI-2,BEACON ORTHOPAEDICS & SPORTS MEDICINE LTD,614-890-6555,614-523-7557,6785 BOBCAT WAY STE 300,,DUBLIN,OH,430161443,United States,"Orthopaedic Surgery, Sports Medicine",207XX0005X,"Orthopaedic Surgery, Sports Medicine",2022-08-10,2025-07-24,A,TIMOTHY YUCKMAN,CEO,0,
1568146082,NPI-2,BEACON ORTHOPAEDICS & SPORTS MEDICINE LTD,740-788-9220,,2750 NEWARK GRANVILLE RD,,GRANVILLE,OH,430239142,United States,"Orthopaedic Surgery, Sports Medicine",207XX0005X,"Orthopaedic Surgery, Sports Medicine",2023-06-14,2025-07-24,A,TIMOTHY YUCKMAN,CEO,1,"BRAD BERNACKI, MD"
1265160097,NPI-2,BEACON ORTHOPAEDICS & SPORTS MEDICINE LTD,614-890-6555,614-523-7557,1325 STRINGTOWN RD STE 280,,GROVE CITY,OH,431237201,United States,"Orthopaedic Surgery, Sports Medicine",207XX0005X,"Orthopaedic Surgery, Sports Medicine",2022-08-10,2025-07-24,A,TIMOTHY YUCKMAN,CEO,0,
1417614439,NPI-2,BEACON ORTHOPAEDICS & SPORTS MEDICINE LTD,513-354-3700,,1 NEUMANN WAY,,CINCINNATI,OH,452151915,United States,"Orthopaedic Surgery, Sports Medicine",207XX0005X,"Orthopaedic Surgery, Sports Medicine",2021-11-24,2021-11-24,A,ANDREW BLANKEMEYER,CEO,0,
1376200386,NPI-2,BEACON ORTHOPAEDICS & SPORTS MEDICINE LTD,513-354-3700,,7423 S MASON MONTGOMERY RD STE A,,MASON,OH,450407828,United States,"Orthopaedic Surgery, Sports Medicine",207XX0005X,"Orthopaedic Surgery, Sports Medicine",2021-11-24,2025-07-23,A,TIMOTHY YUCKMAN,CEO,0,
1609528033,NPI-2,BEACON ORTHOPAEDICS & SPORTS MEDICINE LTD,614-221-6331,,7277 SMITHS MILL RD,,NEW ALBANY,OH,430548195,United States,"Orthopaedic Surgery, Sports Medicine",207XX0005X,"Orthopaedic Surgery, Sports Medicine",2022-01-26,2025-07-24,A,TIMOTHY YUCKMAN,CEO,0,
1083371090,NPI-2,BEACON ORTHOPAEDICS & SPORTS MEDICINE LTD,513-354-3700,,5151 MORNING SUN RD STE A,,OXFORD,OH,450569546,United States,"Orthopaedic Surgery, Sports Medicine",207XX0005X,"Orthopaedic Surgery, Sports Medicine",2021-11-24,2025-07-24,A,TIMOTHY YUCKMAN,CEO,0,
1770280950,NPI-2,BEACON ORTHOPAEDICS & SPORTS MEDICINE LTD,614-895-8747,,5060 BRADENTON AVE STE B,,DUBLIN,OH,430173511,United States,"Orthopaedic Surgery, Foot and Ankle Surgery",207XX0004X,"Orthopaedic Surgery, Foot and Ankle Surgery",2023-02-08,2025-07-24,A,TIMOTHY YUCKMAN,CEO,0,
1285391284,NPI-2,BEACON ORTHOPAEDICS & SPORTS MEDICINE LTD,513-354-3700,,8020 LIBERTY WAY,,WEST CHESTER,OH,450692519,United States,"Orthopaedic Surgery, Sports Medicine",207XX0005X,"Orthopaedic Surgery, Sports Medicine",2021-11-24,2025-07-23,A,TIMOTHY YUCKMAN,CEO,0,
1447027107,NPI-2,BEACON ORTHOPAEDICS & SPORTS MEDICINE LTD,513-354-3700,,4859 NIXON PARK DR,,MASON,OH,450408106,United States,"Orthopaedic Surgery, Sports Medicine",207XX0005X,"Orthopaedic Surgery, Hand Surgery; Orthopaedic Surgery, Adult Reconstructive Orthopaedic Surgery; Orthopaedic Surgery, Orthopaedic Surgery of the Spine; Orthopaedic Surgery, Foot and Ankle Surgery; Orthopaedic Surgery, Sports Medicine",2023-12-04,2025-07-23,A,TIMOTHY YUCKMAN,CEO,0,
1720716566,NPI-2,BEACON ORTHOPAEDICS & SPORTS MEDICINE LTD,614-890-6555,614-523-7557,70 S CLEVELAND AVE,,WESTERVILLE,OH,430811397,United States,"Orthopaedic Surgery, Sports Medicine",207XX0005X,"Orthopaedic Surgery, Sports Medicine",2022-08-10,2025-07-24,A,TIMOTHY YUCKMAN,CEO,1,"CARL BERASI, D.O."
1235867409,NPI-2,BEACON ORTHOPAEDICS & SPORTS MEDICINE LTD,614-890-6555,614-523-7557,5040 FOREST DR,,NEW ALBANY,OH,430548167,United States,"Orthopaedic Surgery, Sports Medicine",207XX0005X,"Orthopaedic Surgery, Sports Medicine",2022-08-15,2025-07-24,A,TIMOTHY YUCKMAN,CEO,0,
1699472878,NPI-2,BEACON ORTHOPAEDICS & SPORTS MEDICINE LTD,614-895-8747,,350 W WILSON BRIDGE RD STE 200,,WORTHINGTON,OH,430852591,United States,"Orthopaedic Surgery, Foot and Ankle Surgery",207XX0004X,"Orthopaedic Surgery, Foot and Ankle Surgery",2023-02-08,2025-07-24,A,TIMOTHY YUCKMAN,CEO,2,"GREGORY BERLET, MD; PATRICK BULL, DO"
1780384610,NPI-2,"BEACON ORTHOPAEDICS & SPORTS MEDICINE, LTD",614-895-8747,,3695 N HIGH ST,,COLUMBUS,OH,432143520,United States,"Orthopaedic Surgery, Foot and Ankle Surgery",207XX0004X,"Orthopaedic Surgery, Foot and Ankle Surgery",2023-03-08,2023-03-13,A,ANDREW BLANKEMEYER,CEO,0,
1285387613,NPI-2,"BEACON ORTHOPAEDICS & SPORTS MEDICINE, LTD",614-221-6331,,20 UNIVERSITY ESTATES BLVD UNIT 100,,ATHENS,OH,457012967,United States,"Orthopaedic Surgery, Sports Medicine",207XX0005X,"Orthopaedic Surgery, Sports Medicine",2022-01-26,2022-01-26,A,ANDREW BLANKEMEYER,CEO,0,
1164204632,NPI-2,"BEACON ORTHOPAEDICS & SPORTS MEDICINE, LTD",440-543-2097,,11800 WASHINGTON ST,,CHAGRIN FALLS,OH,440239216,United States,"Orthopaedic Surgery, Sports Medicine",207XX0005X,"Orthopaedic Surgery, Sports Medicine",2023-10-18,2025-07-24,A,TIMOTHY YUCKMAN,CEO,0,
1780200196,NPI-2,"BEACON ORTHOPAEDICS & SPORTS MEDICINE, LTD",513-354-3700,513-354-7651,5900 BOYMEL DR,,FAIRFIELD,OH,450145526,United States,"Orthopaedic Surgery, Sports Medicine",207XX0005X,"Orthopaedic Surgery, Sports Medicine",2020-06-22,2025-07-23,A,TIMOTHY YUCKMAN,CEO,0,
1366100901,NPI-2,"BEACON ORTHOPAEDICS & SPORTS MEDICINE, LTD",513-354-3700,513-672-0543,9100 CENTRE POINTE DR STE 150,,WEST CHESTER,OH,450694840,United States,"Orthopaedic Surgery, Sports Medicine",207XX0005X,"Orthopaedic Surgery, Sports Medicine",2021-12-01,2025-07-24,A,TIMOTHY YUCKMAN,CEO,0,
1003698648,NPI-2,"BEACON ORTHOPAEDICS & SPORTS MEDICINE, LTD",614-895-8747,,6850 PERIMETER DR,,DUBLIN,OH,430168051,United States,"Orthopaedic Surgery, Foot and Ankle Surgery",207XX0004X,"Orthopaedic Surgery, Foot and Ankle Surgery",2023-10-18,2025-07-24,A,TIMOTHY YUCKMAN,CEO,0,
1952183428,NPI-2,"BEACON ORTHOPAEDICS & SPORTS MEDICINE, LTD",440-285-4999,,890 W MAIN ST,,GENEVA,OH,440411236,United States,"Orthopaedic Surgery, Sports Medicine",207XX0005X,"Orthopaedic Surgery, Sports Medicine",2023-10-18,2023-10-18,A,ANDREW BLANKEMEYER,Credentialing Coordinator,0,
1366093288,NPI-2,"BEACON ORTHOPAEDICS & SPORTS MEDICINE, LTD",513-354-3700,513-354-7661,3950 RED BANK RD,,CINCINNATI,OH,452273429,United States,"Orthopaedic Surgery, Sports Medicine",207XX0005X,"Orthopaedic Surgery, Sports Medicine",2019-09-23,2025-07-23,A,TIMOTHY YUCKMAN,CEO,0,
1699391094,NPI-2,"BEACON ORTHOPAEDICS & SPORTS MEDICINE, LTD",513-354-3700,,8099 CORNELL RD STE 100,,CINCINNATI,OH,452492231,United States,"Orthopaedic Surgery, Sports Medicine",207XX0005X,"Orthopaedic Surgery, Sports Medicine",2020-06-22,2025-07-23,A,TIMOTHY YUCKMAN,Chief Executive Officer,0,
1912375569,NPI-2,"BEACON ORTHOPAEDICS & SPORTS MEDICINE, LTD",513-354-3700,,500 E-BUSINESS WAY,,CINCINNATI,OH,45241,United States,"Orthopaedic Surgery, Sports Medicine",207XX0005X,"Clinic/Center; Orthopaedic Surgery, Sports Medicine",2015-09-11,2025-07-24,A,TIMOTHY YUCKMAN,CEO,0,
1396527966,NPI-2,"BEACON ORTHOPAEDICS & SPORTS MEDICINE, LTD",440-285-4999,,15389 W HIGH ST,,MIDDLEFIELD,OH,440629236,United States,"Orthopaedic Surgery, Sports Medicine",207XX0005X,"Orthopaedic Surgery, Sports Medicine",2023-10-18,2025-07-24,A,TIMOTHY YUCKMAN,CEO,0,
1932866936,NPI-2,"BEACON ORTHOPAEDICS & SPORTS MEDICINE, LTD",513-354-3700,,538 OAK ST STE 200,,CINCINNATI,OH,452192554,United States,"Orthopaedic Surgery, Sports Medicine",207XX0005X,"Orthopaedic Surgery, Sports Medicine",2021-11-24,2021-11-24,A,ANDREW BLANKEMEYER,CEO,0,
1144987157,NPI-2,"BEACON ORTHOPAEDICS & SPORTS MEDICINE, LTD",513-354-3700,,6909 GOOD SAMARITAN DR STE A,,CINCINNATI,OH,452475209,United States,"Orthopaedic Surgery, Sports Medicine",207XX0005X,"Orthopaedic Surgery, Sports Medicine",2021-11-24,2021-11-24,A,ANDREW BLANKEMEYER,CEO,0,
1104442516,NPI-2,"BEACON ORTHOPAEDICS & SPORTS MEDICINE, LTD",513-354-3700,513-354-7651,100 ARROW SPRINGS BLVD STE 2600,,LEBANON,OH,450367021,United States,"Orthopaedic Surgery, Sports Medicine",207XX0005X,"Orthopaedic Surgery, Sports Medicine",2020-06-22,2025-07-23,A,TIMOTHY YUCKMAN,CEO,0,
1518489921,NPI-2,"BEACON ORTHOPAEDICS & SPORTS MEDICINE, LTD",513-354-3700,513-354-7661,2835 MIAMI VILLAGE DR,,MIAMISBURG,OH,453424587,United States,"Orthopaedic Surgery, Sports Medicine",207XX0005X,"Clinic/Center; Orthopaedic Surgery, Sports Medicine",2017-07-07,2025-07-23,A,TIMOTHY YUCKMAN,CEO,1,ANDREW BURLESON
1962879635,NPI-2,"BEACON ORTHOPAEDICS & SPORTS MEDICINE, LTD",513-655-5758,,720 ELM ST,,WILMINGTON,OH,451772476,United States,"Orthopaedic Surgery, Sports Medicine",207XX0005X,"Clinic/Center; Orthopaedic Surgery, Sports Medicine",2015-08-28,2025-07-24,A,TIMOTHY YUCKMAN,CEO,0,
1427758358,NPI-2,"BEACON ORTHOPAEDICS & SPORTS MEDICINE, LTD",614-895-8747,,2030 STRINGTOWN RD STE 210,,GROVE CITY,OH,431233993,United States,"Orthopaedic Surgery, Foot and Ankle Surgery",207XX0004X,"Orthopaedic Surgery, Foot and Ankle Surgery",2023-03-08,2025-07-24,A,TIMOTHY YUCKMAN,CEO,0,
1306628979,NPI-2,"BEACON ORTHOPAEDICS & SPORTS MEDICINE, LTD",440-285-4999,,150 7TH AVE STE 200,,CHARDON,OH,440242909,United States,"Orthopaedic Surgery, Sports Medicine",207XX0005X,"Orthopaedic Surgery, Sports Medicine",2023-10-18,2025-07-24,A,TIMOTHY YUCKMAN,CEO,0,
1699427021,NPI-2,"BEACON ORTHOPAEDICS & SPORTS MEDICINE, LTD",614-221-6331,614-221-9042,45280 NATIONAL RD,,SAINT CLAIRSVILLE,OH,439508787,United States,"Orthopaedic Surgery, Sports Medicine",207XX0005X,"Orthopaedic Surgery, Sports Medicine",2022-01-26,2025-07-24,A,TIMOTHY YUCKMAN,CEO,0,
1952183501,NPI-2,"BEACON ORTHOPAEDICS & SPORTS MEDICINE, LTD",513-354-3700,,740 W GALBRAITH RD,,CINCINNATI,OH,452316002,United States,"Orthopaedic Surgery, Sports Medicine",207XX0005X,"Orthopaedic Surgery, Hand Surgery; Orthopaedic Surgery, Orthopaedic Surgery of the Spine; Orthopaedic Surgery, Foot and Ankle Surgery; Orthopaedic Surgery, Sports Medicine",2023-10-18,2025-07-23,A,TIMOTHY YUCKMAN,CEO,0,
1720860364,NPI-2,"BEACON ORTHOPAEDICS & SPORTS MEDICINE, LTD",614-894-8747,,725 BUCKLES CT N STE 120,,GAHANNA,OH,432306884,United States,"Orthopaedic Surgery, Foot and Ankle Surgery",207XX0004X,"Orthopaedic Surgery, Foot and Ankle Surgery",2023-10-18,2025-07-24,A,TIMOTHY YUCKMAN,CEO,0,
